process_id,commission_years,capital_cost,fixed_operating_cost,variable_operating_cost,lifetime,discount_rate,capacity_to_activity,regions
act_advanced,..2025,693.8102486047691,8.307965499746322,12.222222222222223,27,0.1,1,UK
act_advanced,2030,655.7584982242516,8.070142059868086,12.222222222222223,27,0.1,1,UK
act_advanced,2035,630.39066463724,8.070142059868086,12.222222222222223,27,0.1,1,UK
act_advanced,2040,617.7067478437341,8.070142059868086,12.222222222222223,27,0.1,1,UK
act_chp,..2025,804.7945205479451,8.307965499746322,12.222222222222223,25,0.1,1,UK
act_chp,2030,763.5717909690512,8.070142059868086,12.222222222222223,25,0.1,1,UK
act_chp,2035,728.6910197869101,8.070142059868086,12.222222222222223,25,0.1,1,UK
act_chp,2040,716.0071029934044,8.070142059868086,12.222222222222223,25,0.1,1,UK
act_standard,..2025,609.1451040081176,9.960045662100455,6.111111111111112,25,0.1,1,UK
act_standard,2030,574.2643328259767,9.674657534246574,6.111111111111112,25,0.1,1,UK
act_standard,2035,561.5804160324708,9.674657534246574,6.111111111111112,25,0.1,1,UK
act_standard,2040,561.5804160324708,9.674657534246574,6.111111111111112,25,0.1,1,UK
ad,all,456.62100456621005,4.797691527143582,16.38888888888889,20,0.1,1,UK
ad_chp,all,516.8696093353627,6.754185692541856,16.38888888888889,20,0.1,1,UK
biomass_chp,..2025,555.5555555555555,10.442034500253678,2.7777777777777777,24,0.1,1,UK
biomass_chp,2030,555.5555555555555,10.429350583460172,2.7777777777777777,24,0.1,1,UK
biomass_chp,2035,552.3845763571791,10.429350583460172,2.7777777777777777,24,0.1,1,UK
biomass_chp,2040,552.3845763571791,10.429350583460172,2.7777777777777777,24,0.1,1,UK
ccgt_chp_mode,all,85.61643835616438,1.1288685946220192,1.1111111111111112,25,0.1,1,UK
coal_conventional_steam,all,1278.8559107052256,11.187214611872145,16.944444444444446,41,0.1,1,UK
dedicated_biomass,..2025,317.09791983764586,2.7936326737696597,1.9444444444444446,25,0.1,1,UK
dedicated_biomass,2030,313.9269406392694,2.7936326737696597,1.9444444444444446,25,0.1,1,UK
dedicated_biomass,2035,313.9269406392694,2.7936326737696597,1.9444444444444446,25,0.1,1,UK
dedicated_biomass,2040,313.9269406392694,2.7936326737696597,1.9444444444444446,25,0.1,1,UK
efw,..2025,927.1943176052764,5.904363267376966,7.5,35,0.1,1,UK
efw,2030,917.6813800101471,5.815575849822425,7.5,35,0.1,1,UK
efw,2035,911.3394216133942,5.815575849822425,7.5,35,0.1,1,UK
efw,2040,911.3394216133942,5.815575849822425,7.5,35,0.1,1,UK
efw_chp,..2025,1278.8559107052256,8.276255707762557,16.944444444444446,27,0.1,1,UK
efw_chp,2030,1259.830035514967,8.152587519025875,16.944444444444446,27,0.1,1,UK
efw_chp,2035,1247.146118721461,8.152587519025875,16.944444444444446,27,0.1,1,UK
efw_chp,2040,1240.8041603247082,8.152587519025875,16.944444444444446,27,0.1,1,UK
geothermal_chp,..2025,686.8340943683409,2.9997463216641296,3.055555555555556,25,0.1,1,UK
geothermal_chp,2030,674.1501775748351,2.9997463216641296,3.055555555555556,25,0.1,1,UK
geothermal_chp,2035,664.6372399797057,2.9997463216641296,3.055555555555556,25,0.1,1,UK
geothermal_chp,2040,664.6372399797057,2.9997463216641296,3.055555555555556,25,0.1,1,UK
hydro,all,290.4616945712836,1.633054287163876,1.1111111111111112,41,0.1,1,UK
hydrogen_ccgt,..2025,67.8589548452562,0.5802891933028919,0.5555555555555556,25,0.1,1,UK
hydrogen_ccgt,2030,67.8589548452562,0.5802891933028919,0.5555555555555556,25,0.1,1,UK
hydrogen_ccgt,2035,67.8589548452562,0.5802891933028919,0.5555555555555556,25,0.1,1,UK
hydrogen_ccgt,2040,58.02891933028919,0.5232115677321156,0.5555555555555556,25,0.1,1,UK
landfill_gas,all,242.26281075596143,2.9997463216641296,2.7777777777777777,28,0.1,1,UK
natural_gas_ccgt,all,58.346017250126835,0.5200405885337391,0.5555555555555556,25,0.1,1,UK
natural_gas_ocgt,..2025,30.758498224251646,0.2061136478944698,0.2777777777777778,25,0.1,1,UK
natural_gas_ocgt,2030,33.9294774226281,0.2061136478944698,0.2777777777777778,25,0.1,1,UK
natural_gas_ocgt,2035,33.9294774226281,0.2061136478944698,0.2777777777777778,25,0.1,1,UK
natural_gas_ocgt,2040,33.9294774226281,0.2061136478944698,0.2777777777777778,25,0.1,1,UK
natural_gas_recip,all,32.97818366311517,0.3963723997970573,0.0,15,0.1,1,UK
nuclear_agr,all,1278.8559107052256,11.187214611872145,16.944444444444446,41,0.1,1,UK
nuclear_pwr,all,1278.8559107052256,11.187214611872145,16.944444444444446,41,0.1,1,UK
oil_recip,all,26.636225266362253,0.3963723997970573,0.0,15,0.1,1,UK
sewage_gas,all,549.5306950786403,3.0885337392186707,3.3333333333333335,20,0.1,1,UK
solar_pv,..2025,40.271435819381026,0.2536783358701167,0.0,35,0.1,1,UK
solar_pv,2030,33.9294774226281,0.2378234398782344,0.0,35,0.1,1,UK
solar_pv,2035,27.58751902587519,0.22513952308472857,0.0,35,0.1,1,UK
solar_pv,2040,24.41653982749873,0.20928462709284626,0.0,35,0.1,1,UK
tidal_stream_energy,..2025,817.1613394216133,11.187214611872145,0.0,25,0.1,1,UK
tidal_stream_energy,2030,364.6626078132927,4.4520547945205475,0.0,25,0.1,1,UK
tidal_stream_energy,2035,196.91780821917808,2.371892440385591,0.0,25,0.1,1,UK
tidal_stream_energy,2040,153.79249112125822,1.7820903094875697,0.0,25,0.1,1,UK
wave,..2025,501.0147133434804,1.6901319127346524,10.277777777777779,20,0.1,1,UK
wave,2030,390.03044140030437,1.1605783866057837,10.277777777777779,20,0.1,1,UK
wave,2035,351.9786910197869,1.1605783866057837,10.277777777777779,20,0.1,1,UK
wave,2040,351.9786910197869,1.1605783866057837,10.277777777777779,20,0.1,1,UK
wind_offshore,..2025,164.57382039573818,1.4681633688483002,0.2777777777777778,30,0.1,1,UK
wind_offshore,2030,164.89091831557585,1.4269406392694064,0.2777777777777778,30,0.1,1,UK
wind_offshore,2035,170.59868087265346,1.4301116184677827,0.2777777777777778,30,0.1,1,UK
wind_offshore,2040,170.59868087265346,1.4364535768645357,0.2777777777777778,30,0.1,1,UK
wind_offshore_floating,..2025,448.37645865043123,3.5736935565702685,0.0,24,0.1,1,UK
wind_offshore_floating,2030,305.0481988838153,3.4309994926433283,0.0,28,0.1,1,UK
wind_offshore_floating,2035,274.92389649923894,3.1139015728056822,0.0,28,0.1,1,UK
wind_offshore_floating,2040,254.31253170979198,2.8221714865550482,0.0,28,0.1,1,UK
wind_onshore,..2025,113.52105530187721,0.8593353627600202,1.6666666666666667,25,0.1,1,UK
wind_onshore,2030,113.52105530187721,0.8625063419583967,1.6666666666666667,25,0.1,1,UK
wind_onshore,2035,113.52105530187721,0.8688483003551496,1.6666666666666667,25,0.1,1,UK
wind_onshore,2040,113.52105530187721,0.8751902587519025,1.6666666666666667,25,0.1,1,UK
